mol%,MolWt,ExactMolWt,LogP,TPSA,LabuteASA,NumHAcceptors,NumHDonors,NumRotatableBonds,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumRings,FractionCSP3,HeavyAtomCount,RotatableBondRatio,NumBonds,NumHydroxyl,NumEster,NumCarboxylate,NumEther,NumCO,BalabanJ,BertzCT,Chi0,Chi1,Kappa1,NumDisulfide,NumCarbonate,NumArylEther,NumBenzene,NumFuran,CrosslinkingPotential,AromaticAtomRatio,Cat_MolWt,Cat_LogP,Cat_TPSA,Cat_NumHAcceptors,Cat_NumHDonors,Cat_NumRotatableBonds,Cat_NumAromaticRings,Cat_NumRings,Cat_Kappa1,Cat_Chi1,Cat_NumMetalAtoms,Cat_NumN,Cat_NumS,Cat_CoordinationPotential,Cat_N_Heterocycle,Cat_Concentration,Ratio_A,Ratio_B,Ratio_PTA,Polarity_Diff_AB,LogP_Diff_AB,Total_Crosslink_Potential,Rigidity_Flexibility_Balance
0.02,464.8588571428575,464.439697453715,1.9018857142857173,123.3342857142857,228.57222114285796,10.857142857142858,1.7142857142857142,20.71428571428571,0.8571428571428571,0.0,0.0,0.8571428571428571,0.7174768089053802,30.285714285714285,0.3407294832826747,61.28571428571428,1.7142857142857142,2.571428571428571,0.0,2.571428571428571,2.571428571428571,5.334126848329796,1721.515526470526,49.677411223828045,26.574210986980304,6.223680424166044,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571,0.1696969696969696,0.1222943722943722,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,58.70999999999992,2.9334999999999933,0.1696969696969696,0.3828763828763828
0.02,487.7405714285717,487.3043302388579,2.2401142857142884,127.08857142857144,239.9540061672035,11.142857142857142,1.7142857142857142,21.285714285714285,1.1428571428571428,0.0,0.0,1.1428571428571428,0.6946196660482373,32.0,0.3353527171916229,64.42857142857143,1.7142857142857142,2.571428571428571,0.0,2.571428571428571,2.571428571428571,4.85246846316764,1878.585751206964,51.82498489752663,27.87379595512219,6.614934261992065,0.8571428571428571,0.0,0.0,0.0,1.1428571428571428,0.1622435535479013,0.1486918878223226,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,71.84999999999994,1.7496999999999956,0.1622435535479013,0.4719588257819142
0.02,491.74828571428606,491.3088016857152,2.400400000000002,127.08857142857144,242.57540134284125,11.142857142857142,1.7142857142857142,21.57142857142857,1.1428571428571428,0.0,0.0,1.1428571428571428,0.6983063019929379,32.285714285714285,0.3354863221884498,65.28571428571428,1.7142857142857142,2.571428571428571,0.0,2.571428571428571,2.571428571428571,4.893815032638679,1909.1845816502207,52.53927061181235,28.23093881226505,6.625003406557978,0.8571428571428571,0.0,0.0,0.0,1.1428571428571428,0.1611863313990973,0.1473703601363175,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,71.84999999999994,1.1886999999999976,0.1611863313990973,0.4675324675324675
0.02,495.7560000000004,495.31327313257225,2.4501428571428594,127.08857142857144,245.196796518479,11.142857142857142,1.7142857142857142,21.85714285714285,1.1428571428571428,0.0,0.0,1.1428571428571428,0.7017625231910946,32.57142857142857,0.3356116629586688,66.14285714285714,1.7142857142857142,2.571428571428571,0.0,2.571428571428571,2.571428571428571,4.936258075934743,1934.206631982988,53.253556326098064,28.588081669407902,6.636613599709326,0.8571428571428571,0.0,0.0,0.0,1.1428571428571428,0.1601731601731601,0.1461038961038961,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,71.84999999999994,1.0145999999999966,0.1601731601731601,0.4633081971791649
0.02,485.4617142857146,485.02152188457217,2.475200000000002,119.58,240.4344225223615,10.571428571428571,1.7142857142857142,20.71428571428571,1.1428571428571428,0.0,0.0,1.1428571428571428,0.6660482374768089,32.0,0.3290732823407595,64.42857142857143,1.7142857142857142,2.571428571428571,0.0,2.571428571428571,2.571428571428571,4.898471218828592,1887.468637118746,51.79503847306532,27.927617110319467,6.556792666890242,0.8571428571428571,0.0,0.0,0.5714285714285714,0.5714285714285714,0.1622435535479013,0.1611142480707698,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,45.569999999999936,0.9268999999999978,0.1622435535479013,0.528264006524876
0.02,441.3885714285717,440.9887687908579,1.3220571428571462,126.69714285714284,213.88036007713464,10.857142857142858,1.7142857142857142,19.0,0.5714285714285714,0.0,0.0,0.5714285714285714,0.7044897959183674,28.57142857142857,0.3365501519756839,56.428571428571416,1.7142857142857142,3.142857142857143,0.0,3.142857142857143,3.142857142857143,5.582331850364302,1551.9318367457724,46.086292909327376,24.602140291527256,6.132003620126943,0.8571428571428571,0.0,0.0,0.0,0.5714285714285714,0.1985569985569985,0.0886243386243386,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,46.93999999999994,0.9040999999999926,0.1985569985569985,0.2834467120181406
0.02,464.2702857142861,463.8534015760007,1.6602857142857168,130.45142857142855,225.2621451014802,11.142857142857142,1.7142857142857142,19.57142857142857,0.8571428571428571,0.0,0.0,0.8571428571428571,0.6816326530612244,30.285714285714285,0.3311733858846321,59.57142857142857,1.7142857142857142,3.142857142857143,0.0,3.142857142857143,3.142857142857143,5.100673465202146,1709.0020614822104,48.23386658302597,25.901725259669146,6.523257457952964,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571,0.1911035824079302,0.1150218541522889,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,60.07999999999996,0.279700000000005,0.1911035824079302,0.3725291549236719
0.02,468.2780000000004,467.8578730228579,1.8205714285714305,130.45142857142855,227.883540277118,11.142857142857142,1.7142857142857142,19.857142857142858,0.8571428571428571,0.0,0.0,0.8571428571428571,0.6853192890059249,30.57142857142857,0.331306990881459,60.428571428571416,1.7142857142857142,3.142857142857143,0.0,3.142857142857143,3.142857142857143,5.142020034673184,1739.600891925468,48.94815229731168,26.258868116812,6.533326602518878,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571,0.1900463602591262,0.1137003264662839,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,60.07999999999996,0.8407000000000029,0.1900463602591262,0.3681027966742252
0.02,472.2857142857147,471.862344469715,1.870314285714288,130.45142857142855,230.5049354527557,11.142857142857142,1.7142857142857142,20.142857142857142,0.8571428571428571,0.0,0.0,0.8571428571428571,0.6887755102040816,30.85714285714285,0.3314323316516779,61.28571428571428,1.7142857142857142,3.142857142857143,0.0,3.142857142857143,3.142857142857143,5.18446307796925,1764.622942258234,49.6624380115974,26.616010973954857,6.5449367956702265,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571,0.189033189033189,0.1124338624338624,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,60.07999999999996,1.014800000000004,0.189033189033189,0.3638785263209226
0.02,461.9914285714289,461.5705932217151,1.8953714285714305,122.94285714285714,225.7425614566382,10.571428571428571,1.7142857142857142,19.0,0.8571428571428571,0.0,0.0,0.8571428571428571,0.6530612244897959,30.285714285714285,0.3248939510337686,59.57142857142857,1.7142857142857142,3.142857142857143,0.0,3.142857142857143,3.142857142857143,5.146676220863097,1717.8849473939924,48.20392015856465,25.95554641486642,6.465115862851143,0.8571428571428571,0.0,0.0,0.5714285714285714,0.2857142857142857,0.1911035824079302,0.1274442144007361,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,33.799999999999955,1.1025000000000027,0.1911035824079302,0.4288343356666338
0.02,472.8491428571432,472.42784862857206,1.6962857142857175,133.0885714285714,229.344553199834,11.428571428571429,1.7142857142857142,20.142857142857142,0.8571428571428571,0.0,0.0,0.8571428571428571,0.6915027829313543,30.85714285714285,0.3343930777527208,60.71428571428571,1.7142857142857142,3.142857142857143,0.0,3.142857142857143,3.142857142857143,5.308926486491668,1721.5582862066983,49.15018280622212,26.389470054293863,6.664523338764198,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571,0.1840445269016697,0.1173469387755102,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,24.569999999999936,2.213899999999993,0.1840445269016697,0.3869992441421012
0.02,495.73085714285753,495.292481413715,2.0345142857142884,136.84285714285713,240.72633822417956,11.714285714285714,1.7142857142857142,20.71428571428571,1.1428571428571428,0.0,0.0,1.1428571428571428,0.6686456400742115,32.57142857142857,0.329016311661669,63.85714285714285,1.7142857142857142,3.142857142857143,0.0,3.142857142857143,3.142857142857143,4.827268101329511,1878.6285109431365,51.29775647992071,27.689055022435756,7.055777176590219,0.8571428571428571,0.0,0.0,0.0,1.1428571428571428,0.1765911107526014,0.1437444543034605,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,37.70999999999995,1.0300999999999958,0.1765911107526014,0.4760816870476326
0.02,499.73857142857184,499.2969528605722,2.194800000000002,136.84285714285713,243.34773339981732,11.714285714285714,1.7142857142857142,21.0,1.1428571428571428,0.0,0.0,1.1428571428571428,0.6723322760189119,32.857142857142854,0.3291499166584959,64.71428571428571,1.7142857142857142,3.142857142857143,0.0,3.142857142857143,3.142857142857143,4.86861467080055,1909.2273413863936,52.012042194206416,28.046197879578614,7.065846321156132,0.8571428571428571,0.0,0.0,0.0,1.1428571428571428,0.1755338886037974,0.1424229266174554,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,37.70999999999995,0.4690999999999978,0.1755338886037974,0.4716553287981859
0.02,503.74628571428616,503.3014243074293,2.2445428571428594,136.84285714285713,245.9691285754551,11.714285714285714,1.7142857142857142,21.285714285714285,1.1428571428571428,0.0,0.0,1.1428571428571428,0.6757884972170686,33.142857142857146,0.3292752574287149,65.57142857142857,1.7142857142857142,3.142857142857143,0.0,3.142857142857143,3.142857142857143,4.911057714096615,1934.2493917191605,52.72632790849214,28.403340736721468,7.07745651430748,0.8571428571428571,0.0,0.0,0.0,1.1428571428571428,0.1745207173778602,0.141156462585034,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,37.70999999999995,0.2949999999999969,0.1745207173778602,0.4674310584448833
0.02,493.45200000000034,493.0096730594293,2.269600000000002,129.3342857142857,241.20675457933757,11.142857142857142,1.7142857142857142,20.142857142857142,1.1428571428571428,0.0,0.0,1.1428571428571428,0.6400742115027829,32.57142857142857,0.3227368768108056,63.85714285714285,1.7142857142857142,3.142857142857143,0.0,3.142857142857143,3.142857142857143,4.873270856990462,1887.5113968549188,51.26781005545939,27.74287617763303,6.997635581488396,0.8571428571428571,0.0,0.0,0.5714285714285714,0.5714285714285714,0.1765911107526014,0.1561668145519077,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,11.42999999999995,0.207299999999998,0.1765911107526014,0.5323868677905945
0.02,387.47549999999967,387.0859773860005,1.9369000000000012,105.7,183.7108777755742,9.5,1.0,15.5,0.5,0.0,0.0,0.5,0.6785714285714286,24.5,0.3297872340425531,47.0,1.0,3.0,0.0,3.0,3.0,5.371899809207351,1229.0178436942992,38.48294542366069,20.556504965883107,5.570556469438019,1.0,0.0,0.0,0.0,0.5,0.202020202020202,0.0925925925925925,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.5,0.0,0.5,60.07999999999996,1.014800000000004,0.202020202020202,0.3108465608465608
0.02,441.4456363636365,441.0345746210916,1.8945272727272744,121.45090909090908,213.4889144792352,10.545454545454543,1.4545454545454546,18.454545454545453,0.7272727272727273,0.0,0.0,0.7272727272727273,0.685064935064935,28.545454545454547,0.330834114339269,56.09090909090909,1.4545454545454546,3.090909090909091,0.0,3.090909090909091,3.090909090909091,5.252621889328559,1569.8574518713483,45.59716797962041,24.412554243746943,6.1906166770403335,0.9090909090909092,0.0,0.0,0.0,0.7272727272727273,0.1937557392102846,0.1052188552188552,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.3636363636363636,0.1818181818181818,0.4545454545454545,60.07999999999996,1.014800000000004,0.1937557392102846,0.3445941752393365
0.02,506.2098000000008,505.77289130320094,1.8436800000000029,140.352,249.2225585236284,11.8,2.0,22.0,1.0,0.0,0.0,1.0,0.6928571428571428,33.400000000000006,0.3320903706953279,67.0,2.0,3.2,0.0,3.2,3.2,5.10948838547401,1978.8649816838083,54.13423504677208,29.03981337718356,6.93468892616311,0.8,0.0,0.0,0.0,1.0,0.1838383838383838,0.1203703703703703,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2,0.4,0.4,60.07999999999996,1.014800000000004,0.1838383838383838,0.3850913125106674
0.02,585.3660000000013,584.8975005813344,1.7815333333333363,163.4533333333333,292.89701235566446,13.333333333333332,2.6666666666666665,26.33333333333333,1.3333333333333333,0.0,0.0,1.3333333333333333,0.7023809523809523,39.333333333333336,0.333625795130511,80.33333333333333,2.6666666666666665,3.333333333333333,0.0,3.333333333333333,3.333333333333333,4.934547436318448,2478.7630736768137,64.56842812884634,34.695352318050524,7.844110563979836,0.6666666666666666,0.0,0.0,0.0,1.3333333333333333,0.1717171717171717,0.1388888888888889,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.0,0.6666666666666666,0.3333333333333333,60.07999999999996,1.014800000000004,0.1717171717171717,0.4345878136200717
0.02,495.6474545454552,495.2598766036372,1.1715090909090926,151.68363636363634,242.6821277255228,12.0,2.1818181818181817,21.0,1.0909090909090908,0.0,0.0,1.0909090909090908,0.6428571428571428,33.27272727272727,0.3231769327404335,65.18181818181817,2.1818181818181817,3.4545454545454546,0.0,3.4545454545454546,3.4545454545454546,4.607584820835964,1925.413311298796,52.46200986235163,28.305868221745385,7.091852804822106,0.5454545454545454,0.0,0.0,0.0,1.0909090909090908,0.1910009182736455,0.1430976430976431,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.3636363636363636,0.3636363636363636,0.2727272727272727,60.07999999999996,1.014800000000004,0.1910009182736455,0.463118124408447
0.02,457.1692941176474,456.7227648536479,2.322482352941179,116.71294117647058,222.6255757468477,10.588235294117649,1.4117647058823528,19.588235294117645,0.7058823529411764,0.0,0.0,0.7058823529411764,0.7184873949579832,29.29411764705882,0.3367740603589538,58.76470588235294,1.4117647058823528,2.9411764705882355,0.0,2.9411764705882355,2.9411764705882355,5.557737244349612,1660.5821152319886,47.8509503434623,25.52257393126687,6.191049966219011,1.0588235294117647,0.0,0.0,0.0,0.7058823529411764,0.1877599524658348,0.0925925925925925,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2352941176470588,0.2352941176470588,0.5294117647058824,60.07999999999996,1.014800000000004,0.1877599524658348,0.2996646687348775
0.02,446.5878000000002,446.1250591224008,2.6390000000000025,107.096,217.11002395271203,10.2,1.2000000000000002,19.2,0.6000000000000001,0.0,0.0,0.6000000000000001,0.7392857142857142,28.200000000000003,0.3405132704540469,57.0,1.2000000000000002,2.8,0.0,2.8,2.8,5.819029160815864,1587.7535363136162,46.58290897576774,24.757168001385278,5.94332918560316,1.2,0.0,0.0,0.0,0.6000000000000001,0.1868686868686868,0.0787037037037037,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2,0.2,0.6,60.07999999999996,1.014800000000004,0.1868686868686868,0.2547149684246459
0.0,441.3885714285717,440.9887687908579,1.3220571428571462,126.69714285714284,213.88036007713464,10.857142857142858,1.7142857142857142,19.0,0.5714285714285714,0.0,0.0,0.5714285714285714,0.7044897959183674,28.57142857142857,0.3365501519756839,56.428571428571416,1.7142857142857142,3.142857142857143,0.0,3.142857142857143,3.142857142857143,5.582331850364302,1551.9318367457724,46.086292909327376,24.602140291527256,6.132003620126943,0.8571428571428571,0.0,0.0,0.0,0.5714285714285714,0.1985569985569985,0.0886243386243386,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.4285714285714285,46.93999999999994,0.9040999999999926,0.1985569985569985,0.2834467120181406
